product_id,product_name,category,price,stock_quantity,reorder_level,supplier_id
P01570,Product K1570,Apparel,326.1,653,19,S0219
P01571,Product L1571,Apparel,290.04,192,13,S0114
P01572,Product M1572,Apparel,551.5,924,28,S0394
P01573,Product N1573,Books,723.48,160,36,S0843
P01574,Product O1574,Books,846.18,193,18,S0224
P01575,Product P1575,Books,739.61,467,47,S0703
P01576,Product Q1576,Home,496.75,718,30,S0608
P01577,Product R1577,Books,237.16,334,17,S0685
P01578,Product S1578,Apparel,314.8,853,26,S0062
P01579,Product T1579,Toys,259.95,153,11,S0241
P01580,Product U1580,Books,524.57,280,49,S0396
P01581,Product V1581,Toys,606.87,732,24,S0543
P01582,Product W1582,Apparel,747.62,317,33,S0247
P01583,Product X1583,Apparel,415.96,117,40,S0671
P01584,Product Y1584,Apparel,259.64,298,43,S0523
P01585,Product Z1585,Books,61.29,971,19,S0710
P01586,Product A1586,Electronics,542.56,94,11,S0740
P01587,Product B1587,Home,628.82,380,50,S0408
P01588,Product C1588,Books,258.14,591,30,S0289
P01589,Product D1589,Toys,131.05,591,10,S0510
P01590,Product E1590,Books,919.76,905,44,S0680
P01591,Product F1591,Books,534.58,924,31,S0619
P01592,Product G1592,Books,762.21,796,48,S0277
P01593,Product H1593,Home,5.42,756,33,S0723
P01594,Product I1594,Home,452.94,688,23,S0611
P01595,Product J1595,Toys,280.77,846,26,S0609
P01596,Product K1596,Home,453.49,237,22,S0610
P01597,Product L1597,Home,200.72,978,46,S0530
P01598,Product M1598,Electronics,520.56,551,35,S0401
P01599,Product N1599,Toys,604.64,951,41,S0853
P01600,Product O1600,Toys,93.36,936,14,S0613
P01601,Product P1601,Home,223.08,189,27,S0028
P01602,Product Q1602,Books,158.06,267,17,S0675
P01603,Product R1603,Apparel,859.5,254,32,S0882
P01604,Product S1604,Books,575.82,188,40,S0279
P01605,Product T1605,Apparel,663.89,209,40,S0453
P01606,Product U1606,Books,647.62,229,30,S0810
P01607,Product V1607,Apparel,869.3,640,28,S0386
P01608,Product W1608,Toys,700.48,106,21,S0673
P01609,Product X1609,Books,771.38,335,44,S0441
P01610,Product Y1610,Home,749.3,132,37,S0426
P01611,Product Z1611,Toys,678.65,235,11,S0582
P01612,Product A1612,Apparel,377.2,811,18,S0753
P01613,Product B1613,Electronics,793.51,357,37,S0413
P01614,Product C1614,Books,619.13,940,31,S0076
P01615,Product D1615,Toys,598.97,725,10,S0686
P01616,Product E1616,Apparel,496.09,150,12,S0258
P01617,Product F1617,Electronics,895.89,134,26,S0484
P01618,Product G1618,Home,351.19,641,22,S0177
P01619,Product H1619,Home,269.98,136,20,S0277
P01620,Product I1620,Books,557.42,733,29,S0751
P01621,Product J1621,Electronics,904.89,110,14,S0206
P01622,Product K1622,Apparel,770.71,401,31,S0554
P01623,Product L1623,Apparel,155.22,905,49,S0290
P01624,Product M1624,Toys,447.38,739,50,S0444
P01625,Product N1625,Apparel,996.13,567,11,S0487
P01626,Product O1626,Electronics,917.36,670,48,S0815
P01627,Product P1627,Books,150.9,492,32,S0502
P01628,Product Q1628,Home,349.07,144,29,S0062
P01629,Product R1629,Apparel,476.18,734,26,S0749
P01630,Product S1630,Books,87.77,539,19,S0199
P01631,Product T1631,Toys,514.99,611,38,S0226
P01632,Product U1632,Toys,282.19,126,25,S0473
P01633,Product V1633,Toys,452.83,821,19,S0762
P01634,Product W1634,Books,992.78,447,33,S0556
P01635,Product X1635,Home,123.91,554,28,S0007
P01636,Product Y1636,Books,681.25,202,25,S0863
P01637,Product Z1637,Home,557.79,521,48,S0420
P01638,Product A1638,Home,215.31,684,24,S0557
P01639,Product B1639,Home,671.27,394,40,S0393
P01640,Product C1640,Books,279.27,282,43,S0220
P01641,Product D1641,Electronics,706.7,838,20,S0606
P01642,Product E1642,Toys,622.9,951,20,S0028
P01643,Product F1643,Home,177.44,397,21,S0542
P01644,Product G1644,Home,197.7,854,34,S0805
P01645,Product H1645,Apparel,416.57,589,35,S0356
P01646,Product I1646,Apparel,171.2,984,10,S0119
P01647,Product J1647,Toys,260.72,438,34,S0780
P01648,Product K1648,Toys,198.11,130,11,S0528
P01649,Product L1649,Apparel,806.33,517,14,S0404
P01650,Product M1650,Home,129.68,794,16,S0655
P01651,Product N1651,Home,605.08,289,25,S0243
P01652,Product O1652,Apparel,409.55,796,43,S0866
P01653,Product P1653,Home,499.99,556,15,S0054
P01654,Product Q1654,Home,806.13,224,44,S0177
P01655,Product R1655,Books,914.87,277,16,S0628
P01656,Product S1656,Toys,999.74,536,24,S0857
P01657,Product T1657,Electronics,486.78,593,33,S0689
P01658,Product U1658,Apparel,948.1,202,11,S0343
P01659,Product V1659,Toys,865.84,613,19,S0030
P01660,Product W1660,Electronics,273.14,567,12,S0055
P01661,Product X1661,Apparel,229.65,134,44,S0764
P01662,Product Y1662,Books,142.06,446,19,S0129
P01663,Product Z1663,Home,766.23,926,27,S0271
P01664,Product A1664,Home,622.5,102,31,S0755
P01665,Product B1665,Home,171.39,525,14,S0666
P01666,Product C1666,Toys,894.41,100,34,S0434
P01667,Product D1667,Apparel,145.89,829,22,S0670
P01668,Product E1668,Home,692.28,518,37,S0863
P01669,Product F1669,Electronics,506.79,612,45,S0021
P01670,Product G1670,Toys,139.91,998,12,S0563
P01671,Product H1671,Home,286.9,821,44,S0632
P01672,Product I1672,Toys,195.06,638,27,S0761
P01673,Product J1673,Electronics,451.04,852,46,S0028
P01674,Product K1674,Electronics,796.55,508,44,S0510
P01675,Product L1675,Apparel,88.19,529,12,S0578
P01676,Product M1676,Toys,897.15,396,11,S0102
P01677,Product N1677,Home,937.08,593,24,S0633
P01678,Product O1678,Apparel,222.95,495,21,S0141
P01679,Product P1679,Home,765.97,401,14,S0365
P01680,Product Q1680,Books,532.89,463,45,S0848
P01681,Product R1681,Home,998.35,256,29,S0401
P01682,Product S1682,Apparel,422.51,77,33,S0186
P01683,Product T1683,Electronics,901.79,851,33,S0823
P01684,Product U1684,Electronics,473.21,780,23,S0269
P01685,Product V1685,Electronics,237.31,123,44,S0883
P01686,Product W1686,Books,619.35,225,29,S0825
P01687,Product X1687,Books,97.05,61,46,S0758
P01688,Product Y1688,Apparel,916.66,480,35,S0553
P01689,Product Z1689,Home,137.72,59,12,S0152
P01690,Product A1690,Apparel,916.9,811,17,S0343
P01691,Product B1691,Apparel,722.91,882,40,S0087
P01692,Product C1692,Books,541.34,545,19,S0159
P01693,Product D1693,Toys,415.58,790,34,S0668
P01694,Product E1694,Toys,786.82,621,11,S0194
P01695,Product F1695,Electronics,757.01,437,24,S0236
P01696,Product G1696,Home,479.17,346,49,S0219
P01697,Product H1697,Apparel,864.01,391,28,S0721
P01698,Product I1698,Toys,206.48,893,14,S0410
P01699,Product J1699,Toys,660.36,817,12,S0201
P01700,Product K1700,Books,631.72,55,13,S0166
P01701,Product L1701,Toys,52.62,980,24,S0527
P01702,Product M1702,Books,144.65,243,16,S0657
P01703,Product N1703,Home,432.16,920,35,S0228
P01704,Product O1704,Home,314.91,514,36,S0395
P01705,Product P1705,Toys,201.04,221,13,S0622
P01706,Product Q1706,Home,666.93,263,13,S0028
P01707,Product R1707,Electronics,410.98,507,25,S0206
P01708,Product S1708,Home,323.46,489,35,S0330
P01709,Product T1709,Home,435.76,615,46,S0367
P01710,Product U1710,Home,454.18,345,48,S0587
P01711,Product V1711,Books,505.51,858,15,S0657
P01712,Product W1712,Apparel,193.49,855,32,S0338
P01713,Product X1713,Toys,304.46,793,27,S0621
P01714,Product Y1714,Books,737.73,475,36,S0162
P01715,Product Z1715,Apparel,80.18,393,33,S0575
P01716,Product A1716,Toys,873.57,110,15,S0423
P01717,Product B1717,Books,641.79,324,40,S0546
P01718,Product C1718,Apparel,20.12,589,46,S0284
P01719,Product D1719,Home,485.84,902,14,S0253
P01720,Product E1720,Books,9.49,820,13,S0820
P01721,Product F1721,Apparel,442.67,430,20,S0417
P01722,Product G1722,Books,588.27,540,47,S0635
P01723,Product H1723,Toys,950.82,206,19,S0874
P01724,Product I1724,Home,34.78,685,50,S0276
P01725,Product J1725,Toys,855.88,494,36,S0395
P01726,Product K1726,Home,286.9,102,19,S0811
P01727,Product L1727,Home,208.6,163,41,S0404
P01728,Product M1728,Home,109.74,296,18,S0660
P01729,Product N1729,Home,310.49,390,36,S0752
P01730,Product O1730,Electronics,359.26,229,48,S0341
P01731,Product P1731,Apparel,469.63,167,38,S0805
P01732,Product Q1732,Electronics,208.01,402,13,S0479
P01733,Product R1733,Home,146.58,934,17,S0177
P01734,Product S1734,Toys,564.25,74,31,S0221
P01735,Product T1735,Toys,798.6,563,41,S0294
P01736,Product U1736,Home,716.38,659,38,S0677
P01737,Product V1737,Books,32.19,321,43,S0128
P01738,Product W1738,Home,845.31,369,29,S0198
P01739,Product X1739,Apparel,966.93,177,24,S0842
P01740,Product Y1740,Apparel,587.54,360,27,S0210
P01741,Product Z1741,Toys,438.3,321,14,S0078
P01742,Product A1742,Toys,125.88,896,42,S0025
P01743,Product B1743,Books,648.2,60,19,S0676
P01744,Product C1744,Books,40.49,564,30,S0258
P01745,Product D1745,Toys,260.31,279,34,S0517
P01746,Product E1746,Home,179.6,127,18,S0419
P01747,Product F1747,Books,790.17,847,17,S0410
P01748,Product G1748,Electronics,75.62,402,15,S0848
P01749,Product H1749,Books,946.4,513,27,S0315
P01750,Product I1750,Electronics,514.72,262,17,S0078
P01751,Product J1751,Books,955.49,249,22,S0145
P01752,Product K1752,Home,953.09,973,27,S0206
P01753,Product L1753,Books,978.71,218,28,S0607
P01754,Product M1754,Toys,371.7,549,31,S0299
P01755,Product N1755,Toys,663.23,1000,12,S0453
P01756,Product O1756,Toys,134.42,370,23,S0733
P01757,Product P1757,Books,500.01,303,20,S0711
P01758,Product Q1758,Home,121.97,1000,20,S0696
P01759,Product R1759,Home,27.57,502,44,S0820
P01760,Product S1760,Books,427.03,355,38,S0823
P01761,Product T1761,Home,26.77,380,49,S0130
P01762,Product U1762,Electronics,515.8,630,36,S0656
P01763,Product V1763,Apparel,878.69,171,48,S0164
P01764,Product W1764,Books,795.52,182,29,S0718
P01765,Product X1765,Electronics,489.8,971,45,S0567
P01766,Product Y1766,Books,682.9,775,24,S0561
P01767,Product Z1767,Home,278.81,219,21,S0781
P01768,Product A1768,Home,361.84,636,32,S0733
P01769,Product B1769,Electronics,913.65,281,16,S0434
P01770,Product C1770,Books,289.1,960,27,S0729
P01771,Product D1771,Apparel,616.46,89,42,S0188
P01772,Product E1772,Electronics,36.78,684,24,S0307
P01773,Product F1773,Books,822.07,362,25,S0191
P01774,Product G1774,Home,711.27,169,27,S0044
P01775,Product H1775,Books,158.7,277,23,S0829
P01776,Product I1776,Home,105.67,235,23,S0759
P01777,Product J1777,Books,990.44,509,39,S0742
P01778,Product K1778,Apparel,592.22,562,26,S0861
P01779,Product L1779,Home,262.54,151,41,S0347
P01780,Product M1780,Books,127.7,725,19,S0213
P01781,Product N1781,Books,592.68,821,35,S0873
P01782,Product O1782,Toys,200.65,160,26,S0297
P01783,Product P1783,Electronics,120.84,907,11,S0166
P01784,Product Q1784,Home,803.16,72,24,S0120
P01785,Product R1785,Toys,278.09,342,25,S0197
P01786,Product S1786,Toys,733.36,506,23,S0714
P01787,Product T1787,Books,311.08,906,30,S0058
P01788,Product U1788,Electronics,769.87,184,31,S0669
P01789,Product V1789,Toys,115.75,744,39,S0326
P01790,Product W1790,Home,351.48,364,13,S0402
P01791,Product X1791,Books,781.95,844,10,S0565
P01792,Product Y1792,Electronics,220.15,991,40,S0311
P01793,Product Z1793,Electronics,478.93,664,45,S0709
P01794,Product A1794,Home,753.7,577,26,S0734
P01795,Product B1795,Books,545.68,910,50,S0393
P01796,Product C1796,Books,141.13,413,43,S0518
P01797,Product D1797,Toys,295.49,330,26,S0255
P01798,Product E1798,Toys,559.59,126,39,S0339
P01799,Product F1799,Apparel,107.94,975,10,S0524
P01800,Product G1800,Toys,870.86,431,25,S0622
P01801,Product H1801,Apparel,277.72,638,34,S0573
P01802,Product I1802,Home,216.76,704,29,S0367
P01803,Product J1803,Books,86.84,862,14,S0023
P01804,Product K1804,Apparel,552.6,881,34,S0868
P01805,Product L1805,Electronics,764.42,770,47,S0807
P01806,Product M1806,Home,754.74,725,16,S0445
P01807,Product N1807,Apparel,500.9,581,49,S0620
P01808,Product O1808,Home,721.09,310,20,S0047
P01809,Product P1809,Toys,992.7,250,35,S0822
P01810,Product Q1810,Electronics,403.71,593,30,S0231
P01811,Product R1811,Electronics,192.54,333,34,S0534
P01812,Product S1812,Home,792.4,132,34,S0696
P01813,Product T1813,Toys,300.84,801,18,S0495
P01814,Product U1814,Toys,901.73,615,45,S0297
P01815,Product V1815,Toys,894.79,677,24,S0649
P01816,Product W1816,Apparel,301.52,519,43,S0096
P01817,Product X1817,Electronics,138.65,163,29,S0061
P01818,Product Y1818,Apparel,560.78,296,36,S0394
P01819,Product Z1819,Home,150.96,391,32,S0180
P01820,Product A1820,Toys,608.06,591,16,S0753
P01821,Product B1821,Home,986.13,298,41,S0095
P01822,Product C1822,Apparel,925.88,264,28,S0779
P01823,Product D1823,Apparel,207.75,76,12,S0391
P01824,Product E1824,Books,917.25,637,34,S0785
P01825,Product F1825,Home,478.78,332,10,S0050
P01826,Product G1826,Books,729.14,343,40,S0640
P01827,Product H1827,Books,598.38,165,16,S0305
P01828,Product I1828,Books,585.27,983,34,S0152
P01829,Product J1829,Books,163.68,458,14,S0292
P01830,Product K1830,Apparel,583.35,937,32,S0787
P01831,Product L1831,Books,61.5,389,18,S0435
P01832,Product M1832,Books,223.0,65,32,S0450
P01833,Product N1833,Home,647.7,314,31,S0587
P01834,Product O1834,Electronics,434.03,194,50,S0226
P01835,Product P1835,Books,423.73,719,39,S0439
P01836,Product Q1836,Home,824.45,209,15,S0007
P01837,Product R1837,Electronics,255.83,190,50,S0502
P01838,Product S1838,Electronics,62.82,555,25,S0205
P01839,Product T1839,Home,491.52,149,28,S0198
P01840,Product U1840,Apparel,660.16,288,29,S0278
P01841,Product V1841,Home,712.78,173,46,S0213
P01842,Product W1842,Electronics,180.53,826,33,S0530
P01843,Product X1843,Toys,460.49,892,19,S0363
P01844,Product Y1844,Home,811.54,127,48,S0640
P01845,Product Z1845,Electronics,763.75,742,20,S0277
P01846,Product A1846,Books,347.63,751,16,S0077
P01847,Product B1847,Apparel,927.32,369,20,S0176
P01848,Product C1848,Electronics,67.2,515,30,S0201
P01849,Product D1849,Home,256.62,878,38,S0495
P01850,Product E1850,Books,537.04,891,13,S0095
P01851,Product F1851,Toys,378.29,331,30,S0294
P01852,Product G1852,Electronics,418.15,804,29,S0407
P01853,Product H1853,Electronics,440.66,244,42,S0879
P01854,Product I1854,Apparel,372.27,180,32,S0647
P01855,Product J1855,Books,150.25,279,15,S0428
P01856,Product K1856,Toys,931.48,252,46,S0181
P01857,Product L1857,Home,991.26,1000,27,S0717
P01858,Product M1858,Toys,660.97,839,31,S0874
P01859,Product N1859,Home,640.75,180,10,S0406
P01860,Product O1860,Apparel,53.61,365,32,S0483
P01861,Product P1861,Toys,882.17,306,13,S0491
P01862,Product Q1862,Apparel,165.66,481,27,S0139
P01863,Product R1863,Books,484.0,954,38,S0551
P01864,Product S1864,Apparel,852.56,646,20,S0864
P01865,Product T1865,Apparel,544.56,864,11,S0642
P01866,Product U1866,Apparel,717.82,410,31,S0250
P01867,Product V1867,Books,558.11,284,25,S0868
P01868,Product W1868,Books,252.68,919,14,S0162
P01869,Product X1869,Home,538.83,858,45,S0327
P01870,Product Y1870,Electronics,815.77,659,47,S0775
P01871,Product Z1871,Electronics,912.29,995,11,S0419
P01872,Product A1872,Books,154.61,238,10,S0473
P01873,Product B1873,Electronics,636.82,388,17,S0861
P01874,Product C1874,Apparel,322.69,166,24,S0873
P01875,Product D1875,Books,576.64,249,15,S0755
P01876,Product E1876,Electronics,428.15,503,48,S0204
P01877,Product F1877,Toys,579.8,850,37,S0665
P01878,Product G1878,Electronics,459.61,354,45,S0543
P01879,Product H1879,Apparel,40.76,69,25,S0644
P01880,Product I1880,Home,570.42,273,44,S0006
P01881,Product J1881,Electronics,803.52,92,26,S0533
P01882,Product K1882,Electronics,145.64,989,50,S0628
P01883,Product L1883,Apparel,797.45,850,33,S0518
P01884,Product M1884,Electronics,481.16,753,34,S0844
P01885,Product N1885,Home,560.46,643,50,S0507
P01886,Product O1886,Toys,987.37,799,47,S0775
P01887,Product P1887,Apparel,600.57,395,17,S0139
P01888,Product Q1888,Books,768.22,523,46,S0275
P01889,Product R1889,Books,786.52,776,45,S0274
P01890,Product S1890,Home,26.48,643,48,S0752
P01891,Product T1891,Apparel,713.99,180,26,S0006
P01892,Product U1892,Toys,861.28,323,41,S0836
P01893,Product V1893,Toys,159.12,579,38,S0188
P01894,Product W1894,Apparel,603.95,882,30,S0583
P01895,Product X1895,Home,589.37,690,40,S0748
P01896,Product Y1896,Home,372.87,445,23,S0440
P01897,Product Z1897,Apparel,551.15,955,29,S0023
P01898,Product A1898,Apparel,480.44,801,31,S0238
P01899,Product B1899,Home,22.76,907,49,S0622
P01900,Product C1900,Toys,646.45,654,44,S0284
P01901,Product D1901,Apparel,60.59,709,46,S0419
P01902,Product E1902,Apparel,353.67,379,22,S0548
P01903,Product F1903,Apparel,249.75,461,28,S0666
P01904,Product G1904,Electronics,49.25,519,36,S0144
P01905,Product H1905,Books,159.61,825,28,S0507
P01906,Product I1906,Apparel,36.46,724,22,S0396
P01907,Product J1907,Books,883.07,829,37,S0213
P01908,Product K1908,Home,767.24,800,22,S0553
P01909,Product L1909,Home,963.29,237,20,S0886
P01910,Product M1910,Apparel,987.99,725,28,S0643
P01911,Product N1911,Toys,69.66,776,32,S0269
P01912,Product O1912,Toys,587.76,674,39,S0837
P01913,Product P1913,Books,253.5,975,20,S0849
P01914,Product Q1914,Home,458.84,249,43,S0195
P01915,Product R1915,Electronics,457.68,401,32,S0354
P01916,Product S1916,Electronics,991.2,317,19,S0842
P01917,Product T1917,Home,341.56,297,16,S0825
P01918,Product U1918,Apparel,618.95,82,22,S0868
P01919,Product V1919,Home,497.86,842,27,S0847
P01920,Product W1920,Electronics,651.39,62,17,S0230
P01921,Product X1921,Apparel,831.53,969,32,S0617
P01922,Product Y1922,Apparel,387.68,549,25,S0111
P01923,Product Z1923,Electronics,95.86,772,36,S0275
P01924,Product A1924,Books,852.79,572,35,S0406
P01925,Product B1925,Home,137.42,669,14,S0570
P01926,Product C1926,Electronics,821.03,321,29,S0433
P01927,Product D1927,Apparel,917.16,522,32,S0644
P01928,Product E1928,Toys,618.75,852,17,S0770
P01929,Product F1929,Electronics,11.07,755,36,S0204
P01930,Product G1930,Books,5.66,259,30,S0454
P01931,Product H1931,Electronics,678.25,63,13,S0473
P01932,Product I1932,Apparel,159.17,952,21,S0060
P01933,Product J1933,Books,994.44,942,28,S0510
P01934,Product K1934,Electronics,191.32,823,46,S0044
P01935,Product L1935,Toys,331.65,847,32,S0560
P01936,Product M1936,Home,86.73,808,44,S0747
P01937,Product N1937,Toys,688.21,837,24,S0006
P01938,Product O1938,Home,780.76,976,49,S0807
P01939,Product P1939,Apparel,521.55,583,35,S0567
P01940,Product Q1940,Books,294.61,980,28,S0463
P01941,Product R1941,Electronics,780.69,80,41,S0122
P01942,Product S1942,Home,701.65,648,14,S0265
P01943,Product T1943,Electronics,965.12,750,28,S0391
P01944,Product U1944,Toys,531.92,804,44,S0144
P01945,Product V1945,Books,229.27,997,29,S0365
P01946,Product W1946,Home,700.75,155,42,S0437
P01947,Product X1947,Books,952.8,809,31,S0547
P01948,Product Y1948,Electronics,808.37,291,34,S0693
P01949,Product Z1949,Apparel,652.68,622,45,S0486
P01950,Product A1950,Apparel,323.32,668,35,S0109
P01951,Product B1951,Apparel,541.85,718,46,S0234
P01952,Product C1952,Apparel,163.75,793,39,S0392
P01953,Product D1953,Home,984.89,558,14,S0689
P01954,Product E1954,Toys,628.03,110,21,S0306
P01955,Product F1955,Apparel,685.79,550,22,S0803
P01956,Product G1956,Toys,436.41,613,27,S0326
P01957,Product H1957,Apparel,900.47,783,30,S0098
P01958,Product I1958,Apparel,229.6,883,25,S0054
P01959,Product J1959,Toys,917.05,741,35,S0020
P01960,Product K1960,Books,997.03,230,44,S0708
P01961,Product L1961,Apparel,431.04,892,46,S0494
P01962,Product M1962,Books,176.36,939,45,S0850
P01963,Product N1963,Home,352.61,453,44,S0057
P01964,Product O1964,Electronics,191.73,216,22,S0079
P01965,Product P1965,Apparel,638.22,69,10,S0410
P01966,Product Q1966,Electronics,428.83,994,46,S0708
P01967,Product R1967,Home,568.72,672,24,S0253
P01968,Product S1968,Apparel,350.67,787,16,S0882
P01969,Product T1969,Apparel,511.62,595,13,S0557
P01970,Product U1970,Apparel,8.76,851,11,S0611
P01971,Product V1971,Books,523.04,61,11,S0881
P01972,Product W1972,Home,911.1,901,23,S0637
P01973,Product X1973,Home,164.86,343,30,S0345
P01974,Product Y1974,Home,184.09,755,31,S0671
P01975,Product Z1975,Books,124.37,261,42,S0490
P01976,Product A1976,Apparel,834.54,933,15,S0445
P01977,Product B1977,Books,968.71,388,10,S0153
P01978,Product C1978,Electronics,78.59,925,10,S0888
P01979,Product D1979,Home,777.37,193,28,S0429
P01980,Product E1980,Apparel,447.87,352,44,S0679
P01981,Product F1981,Toys,293.21,608,12,S0326
P01982,Product G1982,Apparel,180.25,336,14,S0889
P01983,Product H1983,Electronics,890.16,539,33,S0813
P01984,Product I1984,Home,968.32,969,49,S0642
P01985,Product J1985,Apparel,734.6,939,44,S0004
P01986,Product K1986,Toys,308.78,219,49,S0808
P01987,Product L1987,Books,34.29,608,44,S0147
P01988,Product M1988,Apparel,213.05,361,49,S0212
P01989,Product N1989,Apparel,725.37,491,16,S0165
P01990,Product O1990,Home,798.71,522,26,S0886
P01991,Product P1991,Home,424.2,290,36,S0305
P01992,Product Q1992,Home,409.78,683,10,S0211
P01993,Product R1993,Books,883.66,350,13,S0837
P01994,Product S1994,Books,839.83,250,19,S0339
P01995,Product T1995,Home,885.17,85,45,S0346
P01996,Product U1996,Books,714.89,233,28,S0332
P01997,Product V1997,Apparel,507.82,546,17,S0402
P01998,Product W1998,Electronics,487.51,488,21,S0746
P01999,Product X1999,Home,62.91,536,28,S0658
P02000,Product Y2000,Home,931.83,314,34,S0562
P02001,Product Z2001,Apparel,546.18,883,16,S0458
P02002,Product A2002,Books,392.02,289,15,S0108
P02003,Product B2003,Apparel,84.06,914,33,S0503
P02004,Product C2004,Electronics,502.97,367,32,S0044
P02005,Product D2005,Electronics,742.56,889,49,S0400
P02006,Product E2006,Books,97.16,439,24,S0124
P02007,Product F2007,Books,670.18,512,15,S0699
P02008,Product G2008,Home,784.4,411,37,S0507
P02009,Product H2009,Apparel,532.16,957,45,S0637
P02010,Product I2010,Toys,720.01,759,36,S0144
P02011,Product J2011,Home,97.85,839,48,S0420
P02012,Product K2012,Home,17.7,416,17,S0627
P02013,Product L2013,Apparel,133.11,501,25,S0297
P02014,Product M2014,Home,710.99,360,41,S0411
P02015,Product N2015,Apparel,709.75,583,26,S0276
P02016,Product O2016,Electronics,689.45,169,42,S0859
P02017,Product P2017,Electronics,59.93,520,30,S0473
P02018,Product Q2018,Electronics,485.92,122,18,S0755
P02019,Product R2019,Apparel,703.96,632,19,S0881
P02020,Product S2020,Electronics,437.95,464,40,S0639
P02021,Product T2021,Home,905.65,465,15,S0395
P02022,Product U2022,Toys,923.5,96,13,S0717
P02023,Product V2023,Electronics,814.59,547,21,S0231
P02024,Product W2024,Electronics,179.25,859,31,S0313
P02025,Product X2025,Toys,433.58,87,39,S0746
P02026,Product Y2026,Apparel,69.44,989,34,S0770
P02027,Product Z2027,Toys,687.87,941,36,S0592
P02028,Product A2028,Home,687.76,672,13,S0091
P02029,Product B2029,Toys,768.48,793,32,S0102
P02030,Product C2030,Books,839.69,330,12,S0775
P02031,Product D2031,Toys,903.23,953,15,S0529
P02032,Product E2032,Home,124.57,68,10,S0359
P02033,Product F2033,Home,567.78,590,26,S0674
P02034,Product G2034,Electronics,726.6,859,28,S0663
P02035,Product H2035,Toys,111.31,819,45,S0153
P02036,Product I2036,Books,538.74,589,39,S0588
P02037,Product J2037,Apparel,901.12,571,25,S0040
P02038,Product K2038,Apparel,133.39,236,12,S0779
P02039,Product L2039,Toys,856.59,158,36,S0881
P02040,Product M2040,Apparel,904.26,588,41,S0227
P02041,Product N2041,Home,537.6,228,38,S0639
P02042,Product O2042,Toys,230.21,257,42,S0663
P02043,Product P2043,Home,489.25,708,15,S0233
P02044,Product Q2044,Books,749.76,446,26,S0122
P02045,Product R2045,Apparel,699.49,274,19,S0221
P02046,Product S2046,Books,752.23,679,38,S0805
P02047,Product T2047,Electronics,822.46,817,39,S0612
P02048,Product U2048,Toys,870.36,662,49,S0549
P02049,Product V2049,Books,144.4,987,42,S0620
P02050,Product W2050,Electronics,204.99,454,19,S0633
P02051,Product X2051,Toys,898.97,729,39,S0367
P02052,Product Y2052,Electronics,508.86,314,11,S0648
P02053,Product Z2053,Apparel,377.34,455,31,S0703
P02054,Product A2054,Books,131.36,982,27,S0300
P02055,Product B2055,Apparel,284.23,502,11,S0046
P02056,Product C2056,Toys,193.38,868,19,S0403
P02057,Product D2057,Home,729.21,123,46,S0140
P02058,Product E2058,Home,33.06,361,38,S0353
P02059,Product F2059,Home,859.95,815,15,S0175
P02060,Product G2060,Books,490.04,695,38,S0759
P02061,Product H2061,Home,526.66,227,33,S0096
P02062,Product I2062,Home,443.31,338,19,S0263
P02063,Product J2063,Apparel,568.37,609,43,S0317
P02064,Product K2064,Toys,628.62,563,10,S0062
P02065,Product L2065,Home,500.07,179,45,S0619
P02066,Product M2066,Electronics,496.73,151,32,S0599
P02067,Product N2067,Books,638.31,393,27,S0119
P02068,Product O2068,Books,841.21,622,42,S0758
P02069,Product P2069,Toys,60.04,736,10,S0347
P02070,Product Q2070,Home,276.03,973,25,S0374
P02071,Product R2071,Home,145.54,294,37,S0715
P02072,Product S2072,Electronics,192.08,124,39,S0248
P02073,Product T2073,Books,783.44,722,29,S0702
P02074,Product U2074,Electronics,827.87,906,49,S0303
P02075,Product V2075,Electronics,104.74,592,26,S0847
P02076,Product W2076,Electronics,129.27,980,17,S0529
P02077,Product X2077,Electronics,298.57,842,15,S0775
P02078,Product Y2078,Toys,737.86,528,17,S0210
P02079,Product Z2079,Toys,208.48,812,47,S0189
P02080,Product A2080,Electronics,142.43,521,13,S0324
P02081,Product B2081,Toys,626.27,251,18,S0655
P02082,Product C2082,Apparel,391.27,257,33,S0253
P02083,Product D2083,Home,848.56,952,19,S0589
P02084,Product E2084,Apparel,443.89,621,42,S0070
P02085,Product F2085,Books,308.41,862,43,S0603
P02086,Product G2086,Electronics,120.53,286,14,S0776
P02087,Product H2087,Apparel,213.16,855,11,S0890
P02088,Product I2088,Apparel,792.94,894,37,S0574
P02089,Product J2089,Electronics,295.99,593,21,S0119
P02090,Product K2090,Home,175.43,529,14,S0857
P02091,Product L2091,Books,938.48,541,27,S0088
P02092,Product M2092,Electronics,847.73,234,35,S0729
P02093,Product N2093,Apparel,194.88,460,34,S0857
P02094,Product O2094,Electronics,786.97,545,41,S0697
P02095,Product P2095,Home,841.18,52,38,S0326
P02096,Product Q2096,Electronics,734.49,740,33,S0640
P02097,Product R2097,Apparel,456.26,399,46,S0052
P02098,Product S2098,Toys,510.28,544,35,S0802
P02099,Product T2099,Books,5.68,596,20,S0669
P02100,Product U2100,Electronics,320.84,225,47,S0140
P02101,Product V2101,Electronics,17.69,261,22,S0487
P02102,Product W2102,Apparel,205.11,537,11,S0731
P02103,Product X2103,Books,157.16,53,50,S0645
P02104,Product Y2104,Apparel,12.5,958,21,S0854
